cleaned_text,char_count,word_count,exclamation_count,has_url,label_encoded,label
hmm ok i ll stay for like an hour cos my eye is really sore!,60,15,1,0,0,ham
then why you not responding,27,5,0,0,0,ham
the guy did some bitching but i acted like i d be interested in buying something else next week and he gave it to us for free,125,27,0,0,0,ham
aiyar u so poor thing i give u my support k jia you! i ll think of u,68,18,1,0,0,ham
sorry chikku my cell got some problem thts y i was nt able to reply u or msg u,78,19,0,0,0,ham
dont you have message offer,27,5,0,0,0,ham
have a nice day my dear,23,6,0,0,0,ham
my fri ah okie lor goin 4 my drivin den go shoppin after tt,59,14,0,0,0,ham
y wan to go there? c doctor?,28,7,0,0,0,ham
forgot to tell smth can like number the sections so that it s clearer,69,14,0,0,0,ham
i m fine hope you are good do take care,39,10,0,0,0,ham
was doing my test earlier i appreciate you will call you tomorrow,65,12,0,0,0,ham
ok very good its all about making that money,44,9,0,0,0,ham
was a nice day and impressively i was sensible went home early and now feel fine or am i just boring?! when s yours i can t remember,132,28,1,0,0,ham
if you ask her or she say any please message,44,10,0,0,0,ham
i not at home now lei,21,6,0,0,0,ham
mmmmm i loved waking to your words this morning ! i miss you too my love i hope your day goes well and you are happy i wait for us to be together again,151,34,1,0,0,ham
dis is yijue i jus saw ur mail in case huiming havent sent u my num dis is my num,81,20,0,0,0,ham
how was txting and driving,26,5,0,0,0,ham
so i could kiss and feel you next to me,39,10,0,0,0,ham
good morning plz call me sir,28,6,0,0,0,ham
haha i heard that text me when you re around,44,10,0,0,0,ham
u really pig leh sleep so much my dad wake me up at 10 smth 2 eat lunch today,77,19,0,0,0,ham
so how are you really what are you up to how s the masters and so on,68,17,0,0,0,ham
dunno lei i might b eatin wif my frens if wan to eat then i wait 4 lar,70,18,0,0,0,ham
its hard to believe things like this all can say lie but think twice before saying anything to me,97,19,0,0,0,ham
oh only 4 outside players allowed to play know,46,9,0,0,0,ham
what do u want for xmas? how about 100 free text messages a new video phone with half price line rental? call free now on 0800 0721072 to find out more!,152,31,1,0,1,spam
good morning my dear have a great amp successful day,52,10,0,0,0,ham
free ring tone just text polys to 87131 then every week get a new tone 0870737910216yrs only 1 50 wk,100,20,0,0,1,spam
hey why dont we just go watch x men and have lunch haha,55,13,0,0,0,ham
ugh i don t wanna get out of bed it s so warm,45,13,0,0,0,ham
goin to workout lor muz lose e fats,35,8,0,0,0,ham
i am going to film 2day da at 6pm sorry da,42,11,0,0,0,ham
you have won! as a valued vodafone customer our computer has picked you to win a 150 prize to collect is easy just call 09061743386,131,25,1,0,1,spam
ok set let u noe e details later,32,8,0,0,0,ham
haha yeah i see that now be there in a sec,42,11,0,0,0,ham
when did you get to the library,31,7,0,0,0,ham
freemsg hey i m buffy 25 and love to satisfy men home alone feeling randy reply 2 c my pix! qlynnbv help08700621170150p a msg send stop to stop txts,148,29,1,0,1,spam
rofl its true to its name,25,6,0,0,0,ham
babe i need your advice,23,5,0,0,0,ham
a swt thought nver get tired of doing little things 4 lovable persons coz somtimes those little things occupy d biggest part in their hearts gud ni8,148,27,0,0,0,ham
my mobile number pls sms ur mail id convey regards to achan amma rakhesh qatar,78,15,0,0,0,ham
not tonight mate catching up on some sleep this is my new number by the way,75,16,0,0,0,ham
ha ha ha good joke girls are situation seekers,46,9,0,0,0,ham
do you know when dad will be back?,34,8,0,0,0,ham
new theory argument wins d situation but loses the person so dont argue with ur friends just kick them amp say i m always correct !,131,26,1,0,0,ham
just wanted to say holy shit you guys weren t kidding about this bud,68,14,0,0,0,ham
umma did she say anything,25,5,0,0,0,ham
i taught that ranjith sir called me so only i sms like that becaus hes verifying about project prabu told today so only pa dont mistake me,138,27,0,0,0,ham
i tot u outside cos darren say u come shopping of course we nice wat we jus went sim lim look at mp3 player,107,24,0,0,0,ham
r u in this continent?,22,5,0,0,0,ham
hey i will be really pretty late you want to go for the lesson first? i will join you i m only reaching tp mrt,110,25,0,0,0,ham
no no this is kallis home ground amla home town is durban,57,12,0,0,0,ham
send his number and give reply tomorrow morning for why you said that to him like that ok,89,18,0,0,0,ham
honeybee said i m d sweetest in d world god laughed amp said wait u havnt met d person reading this msg moral even god can crack jokes! gm gn ge gn,147,32,1,0,0,ham
prepare to be pleasured,23,4,0,0,0,ham
sorry de i went to shop,23,6,0,0,0,ham
ok lar joking wif u oni,23,6,0,0,0,ham
wat happened to the cruise thing,32,6,0,0,0,ham
natalja 25 f is inviting you to be her friend reply yes 440 or no 440 see her url stop? send stop frnd to 62468,111,25,0,1,1,spam
happy new year to u too!,24,6,1,0,0,ham
sunshine hols to claim ur med holiday send a stamped self address envelope to drinks on us uk po box 113 bray wicklow eire quiz starts saturday! unsub stop,155,29,1,0,1,spam
ok i asked for money how far,28,7,0,0,0,ham
no you ll just get a headache trying to figure it out u can trust me to do the math i promise o,95,23,0,0,0,ham
my exam is for february 4 wish you a great day,46,11,0,0,0,ham
we r outside already,20,4,0,0,0,ham
santa calling! would your little ones like a call from santa xmas eve? call 09077818151 to book you time calls1 50ppm last 3mins 30s t c url,140,27,1,1,1,spam
sometimes heart remembrs someone very much forgets someone soon bcoz heart will not like everyone but liked ones will be remembered everytime bslvyl,148,23,0,0,0,ham
i dunno until when lets go learn pilates,40,8,0,0,0,ham
haha yeah 2 oz is kind of a shitload,36,9,0,0,0,ham
449050000301 you have won a 2 000 price! to claim call 09050000301,66,12,1,0,1,spam
collecting ur laptop then going to configure da settings izzit?,63,10,0,0,0,ham
win a 1000 cash prize or a prize worth 5000,43,10,0,0,1,spam
ummmmmaah many many happy returns of d day my dear sweet heart happy birthday dear,82,15,0,0,0,ham
then ask dad to pick up lar wan 2 stay until 6 meh,50,13,0,0,0,ham
ill be at yours in about 3 mins but look out for me,51,13,0,0,0,ham
if we hit it off you can move in with me,40,11,0,0,0,ham
todays voda numbers ending 5226 are selected to receive a ?350 award if you hava a match please call 08712300220 quoting claim code 1131 standard rates app,155,27,0,0,1,spam
mostly sports type lyk footbl crckt,35,6,0,0,0,ham
k k any special today?,22,5,0,0,0,ham
oh oh wasted den muz chiong on sat n sun liao,45,11,0,0,0,ham
i could ask carlos if we could get more if anybody else can chip in,67,15,0,0,0,ham
is xy going 4 e lunch?,22,6,0,0,0,ham
hey come online! use msn we are all there,41,9,1,0,0,ham
today my system sh get ready all is well and i am also in the deep well,71,17,0,0,0,ham
hey what happen de are you alright,34,7,0,0,0,ham
when you are big god will bring success,39,8,0,0,0,ham
sorry light turned green i meant another friend wanted lt gt worth but he may not be around,91,18,0,0,0,ham
i went to project centre,24,5,0,0,0,ham
wait that s still not all that clear were you not sure about me being sarcastic or that that s why x doesn t want to live with us,129,29,0,0,0,ham
love you aathi love u lot,25,6,0,0,0,ham
i dunno they close oredi not v ma fan,37,9,0,0,0,ham
win we have a winner! mr t foley won an ipod! more exciting prizes soon so keep an eye on ur mobile or visit url,112,25,2,1,1,spam
omg you can make a wedding chapel in frontierville? why do they get all the good stuff?,87,17,0,0,0,ham
how come u got nothing to do?,29,7,0,0,0,ham
are you going to wipro interview today?,39,7,0,0,0,ham
urgent! call 09066350750 from your landline your complimentary 4 ibiza holiday or 10 000 cash await collection sae t cs po box 434 sk3 8wp 150 ppm 18,149,28,1,0,1,spam
do whatever you want you know what the rules are we had a talk earlier this week about what had to start happening you showing responsibility yet every week it s can i bend the rule this way? what about that way? do whatever i m tired of having thia same argument with you every week and a lt gt movie doesnt inlude the previews you re still getting in after 1,360,72,0,0,0,ham
ok i only ask abt e movie u wan ktv oso?,40,11,0,0,0,ham
yes i think so i am in office but my lap is in room i think thats on for the last few days i didnt shut that down,113,28,0,0,0,ham
this pay is lt decimal gt lakhs,31,7,0,0,0,ham
a boy was late 2 home his father power of frndship,50,11,0,0,0,ham
i fetch yun or u fetch?,23,6,0,0,0,ham
i luv u soo much u don t understand how special u r 2 me ring u 2morrow luv u xxx,81,21,0,0,0,ham
oh ho is this the first time u use these type of words,54,13,0,0,0,ham
i m done oredi,14,4,0,0,0,ham
u can call me now,17,5,0,0,0,ham
wish u many many returns of the day happy birthday vikky,56,11,0,0,0,ham
yeah if we do have to get a random dude we need to change our info sheets to party lt gt 7 never study just to be safe,118,28,0,0,0,ham
thanks for your ringtone order reference number x49 your mobile will be charged 4 50 should your tone not arrive please call customer services 09065989182,154,25,0,0,1,spam
life alle mone eppolum oru pole allalo,38,7,0,0,0,ham
pls speak to that customer machan,33,6,0,0,0,ham
yes here tv is always available in work place,45,9,0,0,0,ham
ha ha cool cool chikku chikku db,32,7,0,0,0,ham
no did you multimedia message them or e mail?,45,9,0,0,0,ham
ok ok ok then whats ur todays plan,34,8,0,0,0,ham
after completed degree there is no use in joining finance,57,10,0,0,0,ham
in fact when do you leave? i think addie goes back to school tues or wed,72,16,0,0,0,ham
lmao where s your fish memory when i need it?,45,10,0,0,0,ham
aah! a cuddle would be lush! i d need lots of tea and soup before any kind of fumbling!,87,19,3,0,0,ham
hi the sexychat girls are waiting for you to text them text now for a great night chatting send stop to stop this service,121,24,0,0,1,spam
sorry i ll call later,21,5,0,0,0,ham
i m in class will holla later,29,7,0,0,0,ham
yup thk of u oso boring wat,27,7,0,0,0,ham
there the size of elephant tablets u shove um up ur ass!!,57,12,2,0,0,ham
i got to video tape pple type in message lor u so free wan 2 help me? hee cos i noe u wan 2 watch infernal affairs so ask u along asking shuhui oso,147,34,0,0,0,ham
sorry da i was thought of calling you lot of times lil busy i will call you at noon,83,19,0,0,0,ham
zoe it just hit me 2 im fucking shitin myself il defo try my hardest 2 cum 2morow luv u millions lekdog,103,22,0,0,0,ham
excellent i spent lt gt years in the air force iraq and afghanistan i am stable and honest do you like traveling?,113,22,0,0,0,ham
hi its kate it was lovely to see you tonight and ill phone you tomorrow i got to sing and a guy gave me his card! xxx,117,27,1,0,0,ham
we stopped to get ice cream and will go back after,50,11,0,0,0,ham
is avatar supposed to have subtoitles,37,6,0,0,0,ham
do u konw waht is rael friendship im gving yuo an exmpel jsut ese tihs msg evrey splleing of tihs msg is wrnog bt sitll yuo can raed it wihtuot ayn mitsake goodnight amp have a nice sleep sweet dreams,200,40,0,0,0,ham
both i shoot big loads so get ready!,36,8,1,0,0,ham
dear voucher holder to claim this weeks offer at you pc please go to url ts cs apply,84,18,0,1,1,spam
remember on that day,20,4,0,0,0,ham
you might want to pull out more just in case and just plan on not spending it if you can i don t have much confidence in derek and taylor s money management,156,33,0,0,0,ham
will have two more cartons off u and is very pleased with shelves,65,13,0,0,0,ham
what i mean was i left too early to check cos i m working a 9 6,63,17,0,0,0,ham
do u konw waht is rael friendship im gving yuo an exmpel jsut ese tihs msg evrey splleing of tihs msg is wrnog bt sitll yuo can raed it wihtuot ayn mitsake goodnight amp have a nice sleep sweet dreams,200,40,0,0,0,ham
i m thinking that chennai forgot to come for auction,52,10,0,0,0,ham
hurt me tease me make me cry but in the end of my life when i die plz keep one rose on my grave and say stupid i miss u have a nice day bslvyl,142,35,0,0,0,ham
you are being ripped off! get your mobile content from url call 08717509990 poly true pix ringtones games six downloads for only 3,130,23,1,1,1,spam
ok,2,1,0,0,0,ham
u definitely need a module from e humanities dis sem izzit? u wan 2 take other modules 1st?,91,18,0,0,0,ham
gud mrng dear hav a nice day,28,7,0,0,0,ham
hiya stu wot u up 2 im in so much truble at home at moment evone hates me even u! wot the hell av i done now? y wont u just tell me text bck please luv dan,155,38,1,0,0,ham
i ll post her out l8r in class,30,8,0,0,0,ham
i m home doc gave me pain meds says everything is fine,54,12,0,0,0,ham
studying but i ll be free next weekend,38,8,0,0,0,ham
do you like shaking your booty on the dance floor?,50,10,0,0,0,ham
just got some gas money any chance you and the gang want to go on a grand nature adventure?,91,19,0,0,0,ham
i think i ve fixed it can you send a test message?,50,12,0,0,0,ham
eh sorry leh i din c ur msg not sad already lar me watching tv now u still in office?,85,20,0,0,0,ham
yes now only saw your message,29,6,0,0,0,ham
i sent your maga that money yesterday oh,40,8,0,0,0,ham
busy here trying to finish for new year i am looking forward to finally meeting you,83,16,0,0,0,ham
urgent!! your 4 costa del sol holiday or 5000 await collection call 09050090044 now toclaim sae tc s pobox334 stockport sk38xh cost 1 50 pm max10mins,149,26,2,0,1,spam
haha awesome i might need to take you up on that what you doin tonight?,71,15,0,0,0,ham
usually the body takes care of it buy making sure it doesnt progress can we pls continue this talk on saturday,110,21,0,0,0,ham
chile please! it s only a lt decimal gt hour drive for me i come down all the time and will be subletting feb april for audition season,135,28,1,0,0,ham
alex knows a guy who sells mids but he s down in south tampa and i don t think i could set it up before like 8,110,27,0,0,0,ham
sorry it s a lot of friend of a friend stuff i m just now about to talk to the actual guy who wants to buy,106,26,0,0,0,ham
r u sure they ll understand that! wine good idea just had a slurp!,66,14,2,0,0,ham
why i come in between you people,32,7,0,0,0,ham
lol they don t know about my awesome phone i could click delete right now if i want,83,18,0,0,0,ham
k k i m going to tirunelvali this week to see my uncle i already spend the amount by taking dress so only i want money i will give it on feb 1,142,33,0,0,0,ham
when you just put in the sign choose my number and the pin will show right?,75,16,0,0,0,ham
any way where are you and what doing,36,8,0,0,0,ham
dont pick up d call when something important is there to tell hrishi,68,13,0,0,0,ham
we re all getting worried over here derek and taylor have already assumed the worst,83,15,0,0,0,ham
sir waiting for your letter,27,5,0,0,0,ham
mm yes dear look how i am hugging you both p,44,11,0,0,0,ham
hi this is yijue can i meet u at 11 tmr?,40,11,0,0,0,ham
no no i will check all rooms befor activities,45,9,0,0,0,ham
hey gals anyone of u going down to e driving centre tmr?,56,12,0,0,0,ham
good afternoon loverboy ! how goes you day ? any luck come your way? i think of you sweetie and send my love across the sea to make you smile and happy,151,32,1,0,0,ham
cab is available they pick up and drop at door steps,52,11,0,0,0,ham
me n him so funny,17,5,0,0,0,ham
dad says hurry the hell up,26,6,0,0,0,ham
yes princess! i want to make you happy,38,8,1,0,0,ham
do noe if ben is going?,23,6,0,0,0,ham
not yet chikku going to room nw i m in bus,42,11,0,0,0,ham
r u here yet? i m wearing blue shirt n black pants,50,12,0,0,0,ham
i come n pick up come out immediately aft ur lesson,51,11,0,0,0,ham
nah it s straight if you can just bring bud or drinks or something that s actually a little more useful than straight cash,122,24,0,0,0,ham
it s really getting me down just hanging around,47,9,0,0,0,ham
i can make it up there squeezed lt gt bucks out of my dad,57,14,0,0,0,ham
havent,6,1,0,0,0,ham
what will we do in the shower baby?,35,8,0,0,0,ham
knock knock txt whose there to 80082 to enter r weekly draw 4 a 250 gift voucher 4 a store of yr choice t cs url age16 to stoptxtstop 1 50 week,143,32,0,1,1,spam
i m coming back on thursday yay is it gonna be ok to get the money cheers oh yeah and how are you everything alright hows school or do you call it work now,155,34,0,0,0,ham
lol you won t feel bad when i use her money to take you out to a steak dinner d,79,20,0,0,0,ham
we can make a baby in yo tho,28,8,0,0,0,ham
can come my room but cannot come my house cos my house still messy haha,71,15,0,0,0,ham
you are a winner u have been specially selected 2 receive 1000 or a 4 holiday flights inc speak to a live operator 2 claim 0871277810910p min 18,144,28,0,0,1,spam
can you please ask macho what his price range is does he want something new or used plus it he only interfued in the blackberry bold lt gt or any bb,148,31,0,0,0,ham
wait 2 min stand at bus stop,28,7,0,0,0,ham
sun ah thk mayb can if dun have anythin on thk have to book e lesson e pilates is at orchard mrt u noe hor,106,25,0,0,0,ham
u say leh of course nothing happen lar not say v romantic jus a bit only lor i thk e nite scenery not so nice leh,113,26,0,0,0,ham
customer place i will call you,30,6,0,0,0,ham
delhi and chennai still silent,30,5,0,0,0,ham
as a registered subscriber yr draw 4 a 100 gift voucher will b entered on receipt of a correct ans when are the next olympics txt ans to 80062,142,29,0,0,1,spam
do you want a new nokia 3510i colour phone deliveredtomorrow? with 300 free minutes to any mobile 100 free texts free camcorder reply or call 08000930705,153,26,0,0,1,spam
anything is valuable in only 2 situations first before getting it second after loosing it,89,15,0,0,0,ham
no jst change tat only,22,5,0,0,0,ham
sindu got job in birla soft,27,6,0,0,0,ham
a bit of ur smile is my hppnss a drop of ur tear is my sorrow a part of ur heart is my life a heart like mine wil care for u forevr as my goodfriend,148,36,0,0,0,ham
oh ho is this the first time u use these type of words,54,13,0,0,0,ham
ok take ur time n enjoy ur dinner,33,8,0,0,0,ham
urgent! we are trying to contact u todays draw shows that you have won a 2000 prize guaranteed call 09058094507 from land line claim 3030 valid 12hrs only,154,28,1,0,1,spam
all sounds good fingers makes it difficult to type,50,9,0,0,0,ham
i walked an hour 2 c u! doesn t that show i care y wont u believe im serious?,77,19,1,0,0,ham
hey what happened? u switch off ur cell d whole day this isnt good now if u do care give me a call tomorrow,107,24,0,0,0,ham
what type of stuff do you sing?,31,7,0,0,0,ham
time n smile r the two crucial things in our life sometimes time makes us to forget smile and sometimes someone s smile makes us to forget time gud noon,152,30,0,0,0,ham
happy birthday may all ur dreams come true,42,8,0,0,0,ham
yes that will be fine love you be safe,38,9,0,0,0,ham
no thank you you ve been wonderful,34,7,0,0,0,ham
oh did you charge camera,24,5,0,0,0,ham
deep sigh i miss you i am really surprised you haven t gone to the net cafe yet to get to me don t you miss me?,111,27,0,0,0,ham
yesterday its with me only now am going home,44,9,0,0,0,ham
honey boo i m missing u,23,6,0,0,0,ham
idk i m sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i m a failure in everything nobody wants me and now i feel like i m failing you,181,40,0,0,0,ham
1 go to write msg 2 put on dictionary mode 3 cover the screen with hand 4 press lt gt 5 gently remove ur hand its interesting,125,27,0,0,0,ham
but i m on a diet and i ate 1 too many slices of pizza yesterday ugh i m always on a diet,89,23,0,0,0,ham
please call 08712402578 immediately as there is an urgent message waiting for you,81,13,0,0,1,spam
oh you got many responsibilities,32,5,0,0,0,ham
in da car park,14,4,0,0,0,ham
it s wylie you in tampa or sarasota?,36,8,0,0,0,ham
say this slowly ? god i love you amp i need you clean my heart with your blood send this to ten special people amp u c miracle tomorrow do it pls pls do it,155,35,0,0,0,ham
you only hate me you can call any but you didnt accept even a single call of mine or even you messaged,102,22,0,0,0,ham
lmao but its so fun,19,5,0,0,0,ham
tell your friends what you plan to do on valentines day lt url gt,65,14,0,1,0,ham
hey iouri gave me your number i m wylie ryan s friend,53,12,0,0,0,ham
wait 4 me in sch i finish ard 5,31,9,0,0,0,ham
wait lt gt min,14,4,0,0,0,ham
yes he is really great bhaji told kallis best cricketer after sachin in world very tough to get out,99,19,0,0,0,ham
hmm ill have to think about it ok you re forgiven! d,52,12,1,0,0,ham
all done? all handed in? celebrations in full swing yet?,56,10,0,0,0,ham
if you have belive me come to my home,37,9,0,0,0,ham
aiyo her lesson so early i m still sleepin haha okie u go home liao den confirm w me lor,88,20,0,0,0,ham
did u find a sitter for kaitlyn? i was sick and slept all day yesterday,71,15,0,0,0,ham
please call our customer service representative on freephone 0808 145 4742 between 9am 11pm as you have won a guaranteed 1000 cash or 5000 prize!,145,25,1,0,1,spam
yup i shd haf ard 10 pages if i add figures all got how many pages?,67,16,0,0,0,ham
up to wan come then come lor but i din c any stripes skirt,58,14,0,0,0,ham
how much u trying to get?,25,6,0,0,0,ham
free msg sorry a service you ordered from 81303 could not be delivered as you do not have sufficient credit please top up to receive the service,144,27,0,0,1,spam
lol i have to take it member how i said my aunt flow didn t visit for 6 months? it s cause i developed ovarian cysts bc is the only way to shrink them,150,34,0,0,0,ham
dunno y u ask me,16,5,0,0,0,ham
sorry i ll call later ok bye,28,7,0,0,0,ham
hello my boytoy geeee i miss you already and i just woke up i wish you were here in bed with me cuddling me i love you,118,27,0,0,0,ham
xxxmobilemovieclub to use your credit click the wap link in the next txt message or click here url xxxmobilemovieclub com?n qjkgighjjgcbl,137,21,0,1,1,spam
she left it very vague she just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place but checking online now and all places around usc are lt gt and up,249,47,0,0,0,ham
sos! any amount i can get pls,29,7,1,0,0,ham
you call him and tell now infront of them call him now,54,12,0,0,0,ham
i am thinking of going down to reg for pract lessons flung my advance haha wat time u going?,92,19,0,0,0,ham
i hope you know i m still mad at you,36,10,0,0,0,ham
are you sure you don t mean get here we made you hold all the weed,66,16,0,0,0,ham
what are your new years plans?,30,6,0,0,0,ham
i will once i get home,22,6,0,0,0,ham
aight sorry i take ten years to shower what s the plan?,55,12,0,0,0,ham
v nice! off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census busy transcribing,121,23,1,0,0,ham
eek that s a lot of time especially since american pie is like 8 minutes long i can t stop singing it,101,22,0,0,0,ham
but i juz remembered i gotta bathe my dog today,47,10,0,0,0,ham
have you emigrated or something? ok maybe 5 30 was a bit hopeful,64,13,0,0,0,ham
no da vijay going to talk in jaya tv,36,9,0,0,0,ham
lol i know! they re so dramatic schools already closed for tomorrow apparently we can t drive in the inch of snow were supposed to get,134,26,1,0,0,ham
ok no wahala just remember that a friend in need,48,10,0,0,0,ham
okay same with me well thanks for the clarification,51,9,0,0,0,ham
yeah i got a list with only u and joanna if i m feeling really anti social,74,17,0,0,0,ham
yes! i am a one woman man! please tell me your likes and dislikes in bed,72,16,2,0,0,ham
you could have seen me i did t recognise you face,49,11,0,0,0,ham
i wan but too early lei me outside now wun b home so early neva mind then,73,17,0,0,0,ham
ur balance is now 600 next question complete the landmark big a bob b barry or c ben ? text a b or c to 83738 good luck!,120,28,1,0,1,spam
be sure to check your yahoo email we sent photos yesterday,58,11,0,0,0,ham
aight we ll head out in a few,29,8,0,0,0,ham
yup no need i ll jus wait 4 e rain 2 stop,41,12,0,0,0,ham
coffee cake i guess,19,4,0,0,0,ham
wen ur lovable bcums angry wid u dnt take it seriously coz being angry is d most childish n true way of showing deep affection care n luv! kettoda manda have nice day da,169,34,1,0,0,ham
k ill drink pa then what doing i need srs model pls send it to my mail id pa,76,19,0,0,0,ham
sorry i ll call later,21,5,0,0,0,ham
howz pain?hope u r fine,23,5,0,0,0,ham
i ve got ten bucks jay is being noncomittal,43,9,0,0,0,ham
we tried to call you re your reply to our sms for a video mobile 750 mins unlimited text free camcorder reply of call 08000930705 now,133,26,0,0,1,spam
no need lar jus testing e phone card dunno network not gd i thk me waiting 4 my sis 2 finish bathing so i can bathe dun disturb u liao u cleaning ur room,153,34,0,0,0,ham
sppok up ur mob with a halloween collection of nokia logo pic message plus a free eerie tone txt card spook to 8007,115,23,0,0,1,spam
jay is snickering and tells me that x is totally fucking up the chords as we speak,82,17,0,0,0,ham
comin to fetch us oredi,23,5,0,0,0,ham
also where s the piece,22,5,0,0,0,ham
want to funk up ur fone with a weekly new tone reply tones2u 2 this text url the original n best tones 3gbp network operator rates apply,136,27,0,1,1,spam
not sure yet still trying to get a hold of him,46,11,0,0,0,ham
call me when you carlos is are here my phone s vibrate is acting up and i might not hear texts,94,21,0,0,0,ham
ok i m gonna head up to usf in like fifteen minutes,51,12,0,0,0,ham
watching cartoon listening music amp at eve had to go temple amp church what about u?,85,16,0,0,0,ham
k wen ur free come to my home and also tel vikky i hav sent mail to him also better come evening il be free today aftr 6pm,122,28,0,0,0,ham
the basket s gettin full so i might be by tonight,49,11,0,0,0,ham
haha awesome i ve been to 4u a couple times who all s coming?,61,14,0,0,0,ham
you are being contacted by our dating service by someone you know! to find out who it is call from your mobile or landline 09064017305 pobox75ldns7,147,26,1,0,1,spam
then get some cash together and i ll text jason,47,10,0,0,0,ham
awesome that gonna be soon or later tonight?,44,8,0,0,0,ham
en chikku nange bakra msg kalstiya then had tea coffee?,55,10,0,0,0,ham
jokin only lar depends on which phone my father can get lor,59,12,0,0,0,ham
my uncles in atlanta wish you guys a great semester,51,10,0,0,0,ham
congrats! nokia 3650 video camera phone is your call 09066382422 calls cost 150ppm ave call 3mins vary from mobiles 16 close 300603 post bcm4284 ldn wc1n3xx,156,26,1,0,1,spam
so what did the bank say about the money?,41,9,0,0,0,ham
i am in a marriage function,27,6,0,0,0,ham
hmmm and imagine after you ve come home from that having to rub my feet make me dinner and help me get ready for my date ! are you sure your ready for that kind of life ?,170,38,1,0,0,ham
bored of speed dating? try speedchat txt speedchat to 80155 if you don t like em txt swap and get a new chatter! chat80155 pobox36504w45wq 150p msg rcd 16,154,29,1,0,1,spam
nope juz off from work,22,5,0,0,0,ham
painful words i thought being happy was the most toughest thing on earth but the toughest is acting happy with all unspoken pain inside,135,24,0,0,0,ham
i m on my way home went to change batt 4 my watch then go shop a bit lor,72,19,0,0,0,ham
hey sweet i was wondering when you had a moment if you might come to me ? i want to send a file to someone but it won t go over yahoo for them because their connection sucks remember when you set up that page for me to go to and download the format disc ? could you tell me how to do that ? or do you know some other way to download big files ? because they can download stuff directly from the internet any help would be great my prey teasing kiss,448,95,0,0,0,ham
did i forget to tell you ? i want you i need you i crave you but most of all i love you my sweet arabian steed mmmmmm yummy,123,29,0,0,0,ham
freemsg 1 month unlimited free calls! activate smartcall txt call to no 68866 subscriptn3gbp wk unlimited calls help 08448714184 stop?txt stop landlineonly,155,22,1,0,1,spam
missed your call cause i was yelling at scrappy miss u can t wait for u to come home i m so lonely today,104,24,0,0,0,ham
my trip was ok but quite tiring lor uni starts today but it s ok 4 me cos i m not taking any modules but jus concentrating on my final yr project,145,32,0,0,0,ham
i don t think so you don t need to be going out that late on a school night especially when the one class you have is the one you missed last wednesday and probably failed a test in on friday,191,41,0,0,0,ham
ahhhh just woken up!had a bad dream about u tho so i dont like u right now i didnt know anything about comedy night but i guess im up for it,140,31,1,0,0,ham
i met you as a stranger and choose you as my friend as long as the world stands our friendship never ends lets be friends forever!!! gud nitz,141,28,3,0,0,ham
do you know why god created gap between your fingers ? so that one who is made for you comes amp fills those gaps by holding your hand with love !,146,31,1,0,0,ham
hey babe my friend had to cancel still up for a visit ?,55,13,0,0,0,ham
dunno cos i was v late n when i reach they inside already but we ate spageddies lor it s e gals who r laughing at me lor,120,28,0,0,0,ham
arms fine how s cardiff and uni?,32,7,0,0,0,ham
awesome how do i deal with the gate? charles told me last night but uh yeah,75,16,0,0,0,ham
congratulations u can claim 2 vip row a tickets 2 c blu in concert in november or blu gift guaranteed call 09061104276 to claim ts cs url cost 3 75max,150,30,0,1,1,spam
can you call me plz your number shows out of coveragd area i have urgnt call in vasai amp have to reach before 4 o clock so call me plz,135,30,0,0,0,ham
then wait 4 me at bus stop aft ur lect lar if i dun c then i go get my car then come back n pick,96,26,0,0,0,ham
is it your yahoo boys that bring in the perf? or legal,54,12,0,0,0,ham
see the forwarding message for proof,36,6,0,0,0,ham
ok can,6,2,0,0,0,ham
tmr timin still da same wat cos i got lesson until 6,52,12,0,0,0,ham
dude u knw also telugu thts gud k gud nyt,41,10,0,0,0,ham
height of confidence all the aeronautics professors wer calld amp they wer askd 2 sit in an aeroplane aftr they sat they wer told dat the plane ws made by their students dey all hurried out of d plane bt only 1 didnt move he said if it is made by my students this wont even start datz confidence,295,59,0,0,0,ham
but i dint slept in afternoon,29,6,0,0,0,ham
this message is free welcome to the new improved sex dogging club! to unsubscribe from this service reply stop msgs 150p 18 only,128,23,1,0,1,spam
done it but internet connection v slow and can t send it will try again later or first thing tomo,97,20,0,0,0,ham
yup but not studying surfing lor i m in e lazy mode today,57,13,0,0,0,ham
buy space invaders 4 a chance 2 win orig arcade game console press 0 for games arcade std wap charge see o2 co uk games 4 terms settings no purchase,148,30,0,0,1,spam
tonight? yeah i d be down for that,34,8,0,0,0,ham
are you planning to come chennai?,33,6,0,0,0,ham
we have pizza if u want,23,6,0,0,0,ham
staff of placement training in amrita college,45,7,0,0,0,ham
amazing if you rearrange these letters it gives the same meaning dormitory dirty room astronomer moon starer the eyes they see election results lies lets recount mother in law woman hitler eleven plus two twelve plus one its amazing !,234,40,1,0,0,ham
hey! do u fancy meetin me at 4 at cha hav a lil beverage on me if not txt or ring me and we can meet up l8r quite tired got in at 3 v pist love pete x x x,154,41,1,0,0,ham
